Question,Answer
Would there be a 'Milestone' where 'status' equals 'STATUS-748'?,"import frappe
result = frappe.db.exists('Milestone', {'status': 'STATUS-748'})
if result:
    print(f'The record exists in Milestone where status is STATUS-748.')
else:
    print(f'No record found in Milestone with status as STATUS-748.')"
Has someone made a 'Payment Entry' entry using 'party' as 'PARTY-311'?,"import frappe
result = frappe.db.exists('Payment Entry', {'party': 'PARTY-311'})
if result:
    print(f'The record exists in Payment Entry where party is PARTY-311.')
else:
    print(f'No record found in Payment Entry with party as PARTY-311.')"
There any 'Salary Slip' record where 'payroll_period' matches 'PAYROLL_PERIOD-152'?,"import frappe
result = frappe.db.exists('Salary Slip', {'payroll_period': 'PAYROLL_PERIOD-152'})
if result:
    print(f'The record exists in Salary Slip where payroll_period is PAYROLL_PERIOD-152.')
else:
    print(f'No record found in Salary Slip with payroll_period as PAYROLL_PERIOD-152.')"
Somebody added 'E-commerce Order' entry with 'items'='ITEMS-123'?,"import frappe
result = frappe.db.exists('E-commerce Order', {'items': 'ITEMS-123'})
if result:
    print(f'The record exists in E-commerce Order where items is ITEMS-123.')
else:
    print(f'No record found in E-commerce Order with items as ITEMS-123.')"
There 'Shipment' exist with 'tracking_number'='TRACKING_NUMBER-957'?,"import frappe
result = frappe.db.exists('Shipment', {'tracking_number': 'TRACKING_NUMBER-957'})
if result:
    print(f'The record exists in Shipment where tracking_number is TRACKING_NUMBER-957.')
else:
    print(f'No record found in Shipment with tracking_number as TRACKING_NUMBER-957.')"
We got any 'Job Opening' entry having 'number_of_positions' as 'NUMBER_OF_POSITIONS-954'?,"import frappe
result = frappe.db.exists('Job Opening', {'number_of_positions': 'NUMBER_OF_POSITIONS-954'})
if result:
    print(f'The record exists in Job Opening where number_of_positions is NUMBER_OF_POSITIONS-954.')
else:
    print(f'No record found in Job Opening with number_of_positions as NUMBER_OF_POSITIONS-954.')"
Is there any 'Appointment' with 'patient' being 'PATIENT-272'?,"import frappe
result = frappe.db.exists('Appointment', {'patient': 'PATIENT-272'})
if result:
    print(f'The record exists in Appointment where patient is PATIENT-272.')
else:
    print(f'No record found in Appointment with patient as PATIENT-272.')"
Would there be a 'Job Card' where 'status' equals 'STATUS-577'?,"import frappe
result = frappe.db.exists('Job Card', {'status': 'STATUS-577'})
if result:
    print(f'The record exists in Job Card where status is STATUS-577.')
else:
    print(f'No record found in Job Card with status as STATUS-577.')"
Would there be a 'Item' where 'item_name' equals 'ITEM_NAME-103'?,"import frappe
result = frappe.db.exists('Item', {'item_name': 'ITEM_NAME-103'})
if result:
    print(f'The record exists in Item where item_name is ITEM_NAME-103.')
else:
    print(f'No record found in Item with item_name as ITEM_NAME-103.')"
Would there be a 'Timesheet' where 'status' equals 'STATUS-423'?,"import frappe
result = frappe.db.exists('Timesheet', {'status': 'STATUS-423'})
if result:
    print(f'The record exists in Timesheet where status is STATUS-423.')
else:
    print(f'No record found in Timesheet with status as STATUS-423.')"
There 'Milestone' exist with 'project'='PROJECT-117'?,"import frappe
result = frappe.db.exists('Milestone', {'project': 'PROJECT-117'})
if result:
    print(f'The record exists in Milestone where project is PROJECT-117.')
else:
    print(f'No record found in Milestone with project as PROJECT-117.')"
We got any 'Payment Entry' entry having 'amount' as 'AMOUNT-976'?,"import frappe
result = frappe.db.exists('Payment Entry', {'amount': 'AMOUNT-976'})
if result:
    print(f'The record exists in Payment Entry where amount is AMOUNT-976.')
else:
    print(f'No record found in Payment Entry with amount as AMOUNT-976.')"
Somebody added 'Sales Order' entry with 'order_id'='ORDER_ID-462'?,"import frappe
result = frappe.db.exists('Sales Order', {'order_id': 'ORDER_ID-462'})
if result:
    print(f'The record exists in Sales Order where order_id is ORDER_ID-462.')
else:
    print(f'No record found in Sales Order with order_id as ORDER_ID-462.')"
Has someone made a 'Employee' entry using 'designation' as 'DESIGNATION-943'?,"import frappe
result = frappe.db.exists('Employee', {'designation': 'DESIGNATION-943'})
if result:
    print(f'The record exists in Employee where designation is DESIGNATION-943.')
else:
    print(f'No record found in Employee with designation as DESIGNATION-943.')"
There any 'Course' record where 'course_code' matches 'COURSE_CODE-500'?,"import frappe
result = frappe.db.exists('Course', {'course_code': 'COURSE_CODE-500'})
if result:
    print(f'The record exists in Course where course_code is COURSE_CODE-500.')
else:
    print(f'No record found in Course with course_code as COURSE_CODE-500.')"
Has someone made a 'Support Ticket' entry using 'ticket_id' as 'TICKET_ID-131'?,"import frappe
result = frappe.db.exists('Support Ticket', {'ticket_id': 'TICKET_ID-131'})
if result:
    print(f'The record exists in Support Ticket where ticket_id is TICKET_ID-131.')
else:
    print(f'No record found in Support Ticket with ticket_id as TICKET_ID-131.')"
We got any 'Meeting' entry having 'location' as 'LOCATION-594'?,"import frappe
result = frappe.db.exists('Meeting', {'location': 'LOCATION-594'})
if result:
    print(f'The record exists in Meeting where location is LOCATION-594.')
else:
    print(f'No record found in Meeting with location as LOCATION-594.')"
Find me if 'Instructor' has 'instructor_name'='INSTRUCTOR_NAME-512' entry.,"import frappe
result = frappe.db.exists('Instructor', {'instructor_name': 'INSTRUCTOR_NAME-512'})
if result:
    print(f'The record exists in Instructor where instructor_name is INSTRUCTOR_NAME-512.')
else:
    print(f'No record found in Instructor with instructor_name as INSTRUCTOR_NAME-512.')"
Check if 'Student' contains an entry with 'roll_number'='ROLL_NUMBER-831'.,"import frappe
result = frappe.db.exists('Student', {'roll_number': 'ROLL_NUMBER-831'})
if result:
    print(f'The record exists in Student where roll_number is ROLL_NUMBER-831.')
else:
    print(f'No record found in Student with roll_number as ROLL_NUMBER-831.')"
There 'Quotation' exist with 'terms_and_conditions'='TERMS_AND_CONDITIONS-954'?,"import frappe
result = frappe.db.exists('Quotation', {'terms_and_conditions': 'TERMS_AND_CONDITIONS-954'})
if result:
    print(f'The record exists in Quotation where terms_and_conditions is TERMS_AND_CONDITIONS-954.')
else:
    print(f'No record found in Quotation with terms_and_conditions as TERMS_AND_CONDITIONS-954.')"
Does a record exist in 'Permit Application' where 'application_id' is 'APPLICATION_ID-358'?,"import frappe
result = frappe.db.exists('Permit Application', {'application_id': 'APPLICATION_ID-358'})
if result:
    print(f'The record exists in Permit Application where application_id is APPLICATION_ID-358.')
else:
    print(f'No record found in Permit Application with application_id as APPLICATION_ID-358.')"
Somebody added 'Job Opening' entry with 'job_title'='JOB_TITLE-262'?,"import frappe
result = frappe.db.exists('Job Opening', {'job_title': 'JOB_TITLE-262'})
if result:
    print(f'The record exists in Job Opening where job_title is JOB_TITLE-262.')
else:
    print(f'No record found in Job Opening with job_title as JOB_TITLE-262.')"
There any 'Payroll Entry' record where 'posting_date' matches 'POSTING_DATE-843'?,"import frappe
result = frappe.db.exists('Payroll Entry', {'posting_date': 'POSTING_DATE-843'})
if result:
    print(f'The record exists in Payroll Entry where posting_date is POSTING_DATE-843.')
else:
    print(f'No record found in Payroll Entry with posting_date as POSTING_DATE-843.')"
Is there any 'Lead' with 'lead_name' being 'LEAD_NAME-515'?,"import frappe
result = frappe.db.exists('Lead', {'lead_name': 'LEAD_NAME-515'})
if result:
    print(f'The record exists in Lead where lead_name is LEAD_NAME-515.')
else:
    print(f'No record found in Lead with lead_name as LEAD_NAME-515.')"
Does a record exist in 'Sales Invoice' where 'invoice_number' is 'INVOICE_NUMBER-152'?,"import frappe
result = frappe.db.exists('Sales Invoice', {'invoice_number': 'INVOICE_NUMBER-152'})
if result:
    print(f'The record exists in Sales Invoice where invoice_number is INVOICE_NUMBER-152.')
else:
    print(f'No record found in Sales Invoice with invoice_number as INVOICE_NUMBER-152.')"
Does a record exist in 'Fleet Management' where 'vehicle_id' is 'VEHICLE_ID-845'?,"import frappe
result = frappe.db.exists('Fleet Management', {'vehicle_id': 'VEHICLE_ID-845'})
if result:
    print(f'The record exists in Fleet Management where vehicle_id is VEHICLE_ID-845.')
else:
    print(f'No record found in Fleet Management with vehicle_id as VEHICLE_ID-845.')"
Does a record exist in 'Quotation' where 'terms_and_conditions' is 'TERMS_AND_CONDITIONS-547'?,"import frappe
result = frappe.db.exists('Quotation', {'terms_and_conditions': 'TERMS_AND_CONDITIONS-547'})
if result:
    print(f'The record exists in Quotation where terms_and_conditions is TERMS_AND_CONDITIONS-547.')
else:
    print(f'No record found in Quotation with terms_and_conditions as TERMS_AND_CONDITIONS-547.')"
Find me if 'Instructor' has 'phone'='PHONE-461' entry.,"import frappe
result = frappe.db.exists('Instructor', {'phone': 'PHONE-461'})
if result:
    print(f'The record exists in Instructor where phone is PHONE-461.')
else:
    print(f'No record found in Instructor with phone as PHONE-461.')"
Would there be a 'Journal Entry' where 'account' equals 'ACCOUNT-317'?,"import frappe
result = frappe.db.exists('Journal Entry', {'account': 'ACCOUNT-317'})
if result:
    print(f'The record exists in Journal Entry where account is ACCOUNT-317.')
else:
    print(f'No record found in Journal Entry with account as ACCOUNT-317.')"
Does a record exist in 'Purchase Invoice' where 'supplier' is 'SUPPLIER-572'?,"import frappe
result = frappe.db.exists('Purchase Invoice', {'supplier': 'SUPPLIER-572'})
if result:
    print(f'The record exists in Purchase Invoice where supplier is SUPPLIER-572.')
else:
    print(f'No record found in Purchase Invoice with supplier as SUPPLIER-572.')"
There any 'Instructor' record where 'phone' matches 'PHONE-653'?,"import frappe
result = frappe.db.exists('Instructor', {'phone': 'PHONE-653'})
if result:
    print(f'The record exists in Instructor where phone is PHONE-653.')
else:
    print(f'No record found in Instructor with phone as PHONE-653.')"
Is there any 'Job Opening' with 'number_of_positions' being 'NUMBER_OF_POSITIONS-822'?,"import frappe
result = frappe.db.exists('Job Opening', {'number_of_positions': 'NUMBER_OF_POSITIONS-822'})
if result:
    print(f'The record exists in Job Opening where number_of_positions is NUMBER_OF_POSITIONS-822.')
else:
    print(f'No record found in Job Opening with number_of_positions as NUMBER_OF_POSITIONS-822.')"
There 'Salary Slip' exist with 'deductions'='DEDUCTIONS-827'?,"import frappe
result = frappe.db.exists('Salary Slip', {'deductions': 'DEDUCTIONS-827'})
if result:
    print(f'The record exists in Salary Slip where deductions is DEDUCTIONS-827.')
else:
    print(f'No record found in Salary Slip with deductions as DEDUCTIONS-827.')"
Would there be a 'Audit Report' where 'reviewed_by' equals 'REVIEWED_BY-263'?,"import frappe
result = frappe.db.exists('Audit Report', {'reviewed_by': 'REVIEWED_BY-263'})
if result:
    print(f'The record exists in Audit Report where reviewed_by is REVIEWED_BY-263.')
else:
    print(f'No record found in Audit Report with reviewed_by as REVIEWED_BY-263.')"
We got any 'Milestone' entry having 'project' as 'PROJECT-192'?,"import frappe
result = frappe.db.exists('Milestone', {'project': 'PROJECT-192'})
if result:
    print(f'The record exists in Milestone where project is PROJECT-192.')
else:
    print(f'No record found in Milestone with project as PROJECT-192.')"
Has someone made a 'Support Ticket' entry using 'status' as 'STATUS-108'?,"import frappe
result = frappe.db.exists('Support Ticket', {'status': 'STATUS-108'})
if result:
    print(f'The record exists in Support Ticket where status is STATUS-108.')
else:
    print(f'No record found in Support Ticket with status as STATUS-108.')"
Would there be a 'Lead' where 'status' equals 'STATUS-727'?,"import frappe
result = frappe.db.exists('Lead', {'status': 'STATUS-727'})
if result:
    print(f'The record exists in Lead where status is STATUS-727.')
else:
    print(f'No record found in Lead with status as STATUS-727.')"
We got any 'Task' entry having 'task_name' as 'TASK_NAME-957'?,"import frappe
result = frappe.db.exists('Task', {'task_name': 'TASK_NAME-957'})
if result:
    print(f'The record exists in Task where task_name is TASK_NAME-957.')
else:
    print(f'No record found in Task with task_name as TASK_NAME-957.')"
Is there any 'Journal Entry' with 'credit' being 'CREDIT-599'?,"import frappe
result = frappe.db.exists('Journal Entry', {'credit': 'CREDIT-599'})
if result:
    print(f'The record exists in Journal Entry where credit is CREDIT-599.')
else:
    print(f'No record found in Journal Entry with credit as CREDIT-599.')"
Does a record exist in 'Project' where 'start_date' is 'START_DATE-697'?,"import frappe
result = frappe.db.exists('Project', {'start_date': 'START_DATE-697'})
if result:
    print(f'The record exists in Project where start_date is START_DATE-697.')
else:
    print(f'No record found in Project with start_date as START_DATE-697.')"
Is there any 'Meeting' with 'agenda' being 'AGENDA-510'?,"import frappe
result = frappe.db.exists('Meeting', {'agenda': 'AGENDA-510'})
if result:
    print(f'The record exists in Meeting where agenda is AGENDA-510.')
else:
    print(f'No record found in Meeting with agenda as AGENDA-510.')"
Check if 'Tax Rule' contains an entry with 'applicable_for'='APPLICABLE_FOR-638'.,"import frappe
result = frappe.db.exists('Tax Rule', {'applicable_for': 'APPLICABLE_FOR-638'})
if result:
    print(f'The record exists in Tax Rule where applicable_for is APPLICABLE_FOR-638.')
else:
    print(f'No record found in Tax Rule with applicable_for as APPLICABLE_FOR-638.')"
