Corrected Customer Question,Corrected Frappe Query
"Find Asset records that have the status marked as Active, with details of status and supplier_name.","frappe.get_all(""Asset"", filters={""status"": ""Active""}, fields=[""status"", ""supplier_name""])"
Fetch every available Payment Entry entry.,"frappe.get_all(""Payment Entry"")"
Fetch the complete List of Driver documents.,"frappe.get_all(""Driver"")"
Fetch records for the complete lhavingt of Item entries.,"frappe.get_all(""Item"")"
"Highlight key details from Warehouse records with status marked as Paid and leave_type marked as greater than 5000, containing name, inspection_result, and leave_type, ordered by creation in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Paid"", ""leave_type"": ["">"", 5000]}, fields=[""name"", ""inspection_result"", ""leave_type""], order_by=""creation desc"")"
Find and Display Sales Invoice records.,"frappe.get_all(""Sales Invoice"")"
"Fetch Sales Invoice records with department having IT, status having Completed, from_date having on or after 2023-09-01, and to_date having on or before 2024-06-30, with details of employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""IT"", ""status"": ""Completed"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Provide Purchase Order records that have department with status HR, status with status Completed, from_date with status on or after 2023-01-01, and to_date with status on or before 2023-10-01, containing employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Purchase Order"", filters={""department"": ""HR"", ""status"": ""Completed"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Display the complete lhavingt of Item records.,"frappe.get_all(""Item"")"
Give me Attendance records with employee_name marked as value_214.,"frappe.get_all(""Attendance"", filters={""employee_name"": ""value_214""})"
"Can you show me Attendance records whose status marked as Paid and stock_uom marked as greater than 5000, including name, employee_name, and stock_uom, ordered by creation in descending order.","frappe.get_all(""Attendance"", filters={""status"": ""Paid"", ""stock_uom"": ["">"", 5000]}, fields=[""name"", ""employee_name"", ""stock_uom""], order_by=""creation desc"")"
"Bring up Leave Application records with status being Completed, total being greater than 10000, and supplier being Global Supplies, with details of name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Completed"", ""total"": ["">"", 10000], ""supplier"": ""Global Supplies""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Pull up Quality Inspection records whose status with status Active, containing inspection_result and company.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Active""}, fields=[""inspection_result"", ""company""])"
"Find Quotation records with status with status Active, with details of leave_type and task_status.","frappe.get_all(""Quotation"", filters={""status"": ""Active""}, fields=[""leave_type"", ""task_status""])"
Display Stock Entry records which include employee_name marked as value_221.,"frappe.get_all(""Stock Entry"", filters={""employee_name"": ""value_221""})"
Display the complete lhavingt of Warehouse records.,"frappe.get_all(""Warehouse"")"
"Find Attendance records which include status marked as Active, including vehicle_type and journal_entry_type.","frappe.get_all(""Attendance"", filters={""status"": ""Active""}, fields=[""vehicle_type"", ""journal_entry_type""])"
"List Subscription records with status being Paid and journal_entry_type being greater than 5000, accompanied by pricing_rule_type, company, and journal_entry_type, ordered by creation in descending order.","frappe.get_all(""Subscription"", filters={""status"": ""Paid"", ""journal_entry_type"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""company"", ""journal_entry_type""], order_by=""creation desc"")"
"Pull up Leave Application records that have the status with status Approved and grand_total with status greater than 7500, including name, customer, and grand_total, ordered by creation in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Approved"", ""grand_total"": ["">"", 7500]}, fields=[""name"", ""customer"", ""grand_total""], order_by=""creation desc"")"
"Get me Supplier records whose status marked as Paid and expense_amount marked as greater than 5000, containing pricing_rule_type, customer_name, and expense_amount, ordered by creation in descending order.","frappe.get_all(""Supplier"", filters={""status"": ""Paid"", ""expense_amount"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""customer_name"", ""expense_amount""], order_by=""creation desc"")"
"Look up Purchase Order records in which department with status HR, status with status Approved, from_date with status on or after 2023-09-01, and to_date with status on or before 2023-12-31, along with employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Purchase Order"", filters={""department"": ""HR"", ""status"": ""Approved"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Bring up Customer records that have status marked as Paid and customer_name marked as greater than 5000, accompanied by quantity, vehicle_type, and customer_name, ordered by creation in descending order.","frappe.get_all(""Customer"", filters={""status"": ""Paid"", ""customer_name"": ["">"", 5000]}, fields=[""quantity"", ""vehicle_type"", ""customer_name""], order_by=""creation desc"")"
"Get me information on Warehouse records with department marked as HR, status marked as Paid, from_date marked as on or after 2023-06-01, and to_date marked as on or before 2023-10-01, containing employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Warehouse"", filters={""department"": ""HR"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"I need to see Sales Invoice records that have department marked as IT, status marked as Active, from_date marked as on or after 2023-09-01, and to_date marked as on or before 2023-12-31, along with employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""IT"", ""status"": ""Active"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Show details of Asset records whose currency marked as value_542.,"frappe.get_all(""Asset"", filters={""currency"": ""value_542""})"
"Find and Display Leave Application records that have the department marked as HR, status marked as Approved, from_date marked as on or after 2023-01-01, and to_date marked as on or before 2023-10-01, containing employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Leave Application"", filters={""department"": ""HR"", ""status"": ""Approved"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Provide a comprehensive List of all Stock Entry entries.,"frappe.get_all(""Stock Entry"")"
"Bring up Warehouse records that have the status marked as Approved, capacity marked as greater than 10000, and location marked as Chicago, accompanied by name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Warehouse"", filters={""status"": ""Approved"", ""capacity"": ["">"", 10000], ""location"": ""Chicago""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
Provide Supplier records in which inspection_result being value_349.,"frappe.get_all(""Supplier"", filters={""inspection_result"": ""value_349""})"
"Find and dbeingplay Task records with status being Paid and currency being greater than 5000, accompanied by task_status, leave_type, and currency, ordered by creation in descending order.","frappe.get_all(""Task"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""task_status"", ""leave_type"", ""currency""], order_by=""creation desc"")"
Display the entire collection of Opportunity entries.,"frappe.get_all(""Opportunity"")"
"Find and Display Leave Application records which include department marked as IT, status marked as Paid, from_date marked as on or after 2023-01-01, and to_date marked as on or before 2023-10-01, containing employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Leave Application"", filters={""department"": ""IT"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2023-10-01""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
