Customer Question,Frappe Query
"Hey, need quotation for grand_total 'sample_value' this year?","doc = frappe.get_doc(""Quotation"", filters={""grand_total"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the opportunity document where status is 'unique_value'.,"doc = frappe.get_doc(""Opportunity"", filters={""status"": ""Open""})
print(doc)"
Retrieve the job card document where workstation is 'unique_value'.,"doc = frappe.get_doc(""Job Card"", filters={""workstation"": ""North""})
print(doc)"
"Hey, can you grab leave application doc 'DOC-7777'?","doc = frappe.get_doc(""Leave Application"", ""DOC-7777"", {""customer_group"": ""Retail"", ""territory"": ""North""})
print(doc, {""customer_group"": ""Retail"", ""territory"": ""North""})"
Get serial no where item_code 'sample_value' from this year?,"doc = frappe.get_doc(""Serial No"", filters={""item_code"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
customer doc customer_name 'sample_value' this year?,"doc = frappe.get_doc(""Customer"", filters={""customer_name"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need patient for age 'unique_value' this year?","doc = frappe.get_doc(""Patient"", filters={""age"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need shipment for tracking_number 'unique_value' this year?","doc = frappe.get_doc(""Shipment"", filters={""tracking_number"": ""High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
warehouse doc for location 'unique_value'?,"doc = frappe.get_doc(""Warehouse"", filters={""location"": ""Retail""})
print(doc)"
Retrieve the course document where course_name is 'sample_value'.,"doc = frappe.get_doc(""Course"", filters={""course_name"": ""sample_value""})
print(doc)"
Can you fetch the leave application record where employee is 'latest_unique_value' and created this year?,"doc = frappe.get_doc(""Leave Application"", filters={""employee"": ""latest_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the stock ledger entry document where actual_qty is 'test_value'.,"doc = frappe.get_doc(""Stock Ledger Entry"", filters={""actual_qty"": ""5000""})
print(doc)"
"Hey, can you grab audit report doc 'DOC-7777'?","doc = frappe.get_doc(""Audit Report"", ""DOC-7777"", {""status"": ""Open"", ""priority"": ""High""})
print(doc, {""status"": ""Open"", ""priority"": ""High""})"
"Hey, need sales order for status 'unique_value' this year?","doc = frappe.get_doc(""Sales Order"", filters={""status"": ""High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch journal entry where posting_date is 'latest_unique_value'?,"doc = frappe.get_doc(""Journal Entry"", filters={""posting_date"": ""latest_High""})
print(doc)"
Fetch audit report where report_id is 'unique_value'?,"doc = frappe.get_doc(""Audit Report"", filters={""report_id"": ""High""})
print(doc)"
Can you fetch the audit report record where audit_type is 'unique_value' and created this year?,"doc = frappe.get_doc(""Audit Report"", filters={""audit_type"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
expense claim doc category 'sample_value' this year?,"doc = frappe.get_doc(""Expense Claim"", filters={""category"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need stock ledger entry for actual_qty 'sample_value' this year?","doc = frappe.get_doc(""Stock Ledger Entry"", filters={""actual_qty"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
service level agreement doc agreement_name 'sample_value' this year?,"doc = frappe.get_doc(""Service Level Agreement"", filters={""agreement_name"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
sales order doc for customer 'sample_value'?,"doc = frappe.get_doc(""Sales Order"", filters={""customer"": ""sample_value""})
print(doc)"
"Hey, need patient for age 'test_value' this year?","doc = frappe.get_doc(""Patient"", filters={""age"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need warehouse for company 'latest_unique_value' this year?","doc = frappe.get_doc(""Warehouse"", filters={""company"": ""latest_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the timesheet record where timesheet_id is 'new_unique_value' and created this year?,"doc = frappe.get_doc(""Timesheet"", filters={""timesheet_id"": ""new_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, can you grab quotation doc 'DOC-7777'?","doc = frappe.get_doc(""Quotation"", ""DOC-7777"", {""customer_group"": ""Retail"", ""territory"": ""North""})
print(doc, {""customer_group"": ""Retail"", ""territory"": ""North""})"
Retrieve the project document where start_date is 'test_value'.,"doc = frappe.get_doc(""Project"", filters={""start_date"": ""Premium""})
print(doc)"
Can u pull sales invoice doc for due_date 'new_unique_value'?,"doc = frappe.get_doc(""Sales Invoice"", filters={""due_date"": ""new_Retail""})
print(doc)"
"Hey, need campaign for end_date 'unique_value' this year?","doc = frappe.get_doc(""Campaign"", filters={""end_date"": ""Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the prescription record where instructions is 'test_value' and created this year?,"doc = frappe.get_doc(""Prescription"", filters={""instructions"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need contact for last_name 'unique_value' this year?","doc = frappe.get_doc(""Contact"", filters={""last_name"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch job applicant where phone is 'final_unique_value'?,"doc = frappe.get_doc(""Job Applicant"", filters={""phone"": ""final_North""})
print(doc)"
Retrieve the vital signs document where blood_pressure is 'unique_value'.,"doc = frappe.get_doc(""Vital Signs"", filters={""blood_pressure"": ""Retail""})
print(doc)"
Can u pull warehouse doc for location 'sample_value'?,"doc = frappe.get_doc(""Warehouse"", filters={""location"": ""sample_value""})
print(doc)"
salary slip doc for employee 'sample_value'?,"doc = frappe.get_doc(""Salary Slip"", filters={""employee"": ""sample_value""})
print(doc)"
"Hey, need task for task_name 'unique_value' this year?","doc = frappe.get_doc(""Task"", filters={""task_name"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get prescription where medicines 'unique_value' from this year?,"doc = frappe.get_doc(""Prescription"", filters={""medicines"": ""Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
item doc for stock_uom 'new_unique_value'?,"doc = frappe.get_doc(""Item"", filters={""stock_uom"": ""new_High""})
print(doc)"
Could you retrieve the stock entry record with ID 'DOC-5678'?,"doc = frappe.get_doc(""Stock Entry"", ""DOC-5678"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
Retrieve the vital signs document where patient is 'new_unique_value'?,"doc = frappe.get_doc(""Vital Signs"", filters={""patient"": ""new_High""})
print(doc)"
"Hey, can you grab fleet management doc 'DOC-7777'?","doc = frappe.get_doc(""Fleet Management"", ""DOC-7777"", {""status"": ""Open"", ""priority"": ""High""})
print(doc, {""status"": ""Open"", ""priority"": ""High""})"
Retrieve the opportunity document where closing_date is 'sample_value'.,"doc = frappe.get_doc(""Opportunity"", filters={""closing_date"": ""sample_value""})
print(doc)"
"Hey, need journal entry for voucher_type 'sample_value' this year?","doc = frappe.get_doc(""Journal Entry"", filters={""voucher_type"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
lead doc 'DOC-7777'?,"doc = frappe.get_doc(""Lead"", ""DOC-7777"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
chart of accounts doc for company 'test_value'?,"doc = frappe.get_doc(""Chart of Accounts"", filters={""company"": ""5000""})
print(doc)"
Fetch serial no where serial_no is 'test_value'?,"doc = frappe.get_doc(""Serial No"", filters={""serial_no"": ""Premium""})
print(doc)"
quotation doc customer 'new_unique_value' this year?,"doc = frappe.get_doc(""Quotation"", filters={""customer"": ""new_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
vital signs doc for temperature 'unique_value'?,"doc = frappe.get_doc(""Vital Signs"", filters={""temperature"": ""North""})
print(doc)"
Retrieve the shipment document where status is 'unique_value'.,"doc = frappe.get_doc(""Shipment"", filters={""status"": ""Retail""})
print(doc)"
instructor doc for phone 'unique_value'?,"doc = frappe.get_doc(""Instructor"", filters={""phone"": ""North""})
print(doc)"
Fetch patient where medical_history is 'unique_value'?,"doc = frappe.get_doc(""Patient"", filters={""medical_history"": ""High""})
print(doc)"
"Hey, need lead for lead_name 'test_value' this year?","doc = frappe.get_doc(""Lead"", filters={""lead_name"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull meeting doc for date 'new_unique_value'?,"doc = frappe.get_doc(""Meeting"", filters={""date"": ""new_Retail""})
print(doc)"
Can u pull prescription doc for duration 'test_value'?,"doc = frappe.get_doc(""Prescription"", filters={""duration"": ""Premium""})
print(doc)"
opportunity doc for customer 'latest_unique_value'?,"doc = frappe.get_doc(""Opportunity"", filters={""customer"": ""latest_Open""})
print(doc)"
opportunity doc opportunity_name 'test_value' this year?,"doc = frappe.get_doc(""Opportunity"", filters={""opportunity_name"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get vital signs doc 'DOC-7777'?,"doc = frappe.get_doc(""Vital Signs"", ""DOC-7777"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
Get warehouse where location 'new_unique_value' from this year?,"doc = frappe.get_doc(""Warehouse"", filters={""location"": ""new_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the job opening record where number_of_positions is 'sample_value' and created this year?,"doc = frappe.get_doc(""Job Opening"", filters={""number_of_positions"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch timesheet where employee is 'sample_value'?,"doc = frappe.get_doc(""Timesheet"", filters={""employee"": ""sample_value""})
print(doc)"
Can u pull instructor doc for experience 'latest_unique_value'?,"doc = frappe.get_doc(""Instructor"", filters={""experience"": ""latest_Retail""})
print(doc)"
"Hey, need purchase invoice for due_date 'unique_value' this year?","doc = frappe.get_doc(""Purchase Invoice"", filters={""due_date"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
e-commerce order doc order_total 'test_value' this year?,"doc = frappe.get_doc(""E-commerce Order"", filters={""order_total"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
warranty claim doc for customer 'ultra_unique_value'?,"doc = frappe.get_doc(""Warranty Claim"", filters={""customer"": ""ultra_High""})
print(doc)"
Can u pull journal entry doc for voucher_type 'test_value'?,"doc = frappe.get_doc(""Journal Entry"", filters={""voucher_type"": ""Approved""})
print(doc)"
Fetch instructor where qualification is 'unique_value'?,"doc = frappe.get_doc(""Instructor"", filters={""qualification"": ""High""})
print(doc)"
Can u pull lead doc for source 'new_unique_value'?,"doc = frappe.get_doc(""Lead"", filters={""source"": ""new_High""})
print(doc)"
Fetch project where end_date is 'test_value'?,"doc = frappe.get_doc(""Project"", filters={""end_date"": ""Active""})
print(doc)"
Can you fetch the task record where task_name is 'test_value' and created this year?,"doc = frappe.get_doc(""Task"", filters={""task_name"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get appointment where status 'new_unique_value' from this year?,"doc = frappe.get_doc(""Appointment"", filters={""status"": ""new_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the appointment document where status is 'unique_value'.,"doc = frappe.get_doc(""Appointment"", filters={""status"": ""Retail""})
print(doc)"
"Hey, need vital signs for temperature 'new_unique_value' this year?","doc = frappe.get_doc(""Vital Signs"", filters={""temperature"": ""new_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
service level agreement doc for customer 'unique_value'?,"doc = frappe.get_doc(""Service Level Agreement"", filters={""customer"": ""High""})
print(doc)"
employee doc department 'final_unique_value' this year?,"doc = frappe.get_doc(""Employee"", filters={""department"": ""final_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the support ticket record where resolution_time is 'unique_value' and created this year?,"doc = frappe.get_doc(""Support Ticket"", filters={""resolution_time"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get meeting where agenda 'last_unique_value' from this year?,"doc = frappe.get_doc(""Meeting"", filters={""agenda"": ""last_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
task doc for task_name 'test_value'?,"doc = frappe.get_doc(""Task"", filters={""task_name"": ""Electronics""})
print(doc)"
"Hey, need lead for phone 'test_value' this year?","doc = frappe.get_doc(""Lead"", filters={""phone"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull expense claim doc for category 'latest_unique_value'?,"doc = frappe.get_doc(""Expense Claim"", filters={""category"": ""latest_High""})
print(doc)"
