Corrected Customer Question,Corrected Frappe Query
Rename Supplier OLD-A21 to NEW-X9.,"frappe.rename_doc(""Supplier"", ""OLD-A21"", ""NEW-X9"", merge=True)"
Could you update Work PROJ-8 and rename it as PROJ-X5?,"frappe.rename_doc(""Work Order"", ""PROJ-8"", ""PROJ-X5"", merge=True)
frappe.rename_doc(""Work Order"", ""PROJ-X5"", ""PROJ-FINAL18"", merge=True)"
Adjust the name of Quotation OLD-A12 to NEW-X12.,"frappe.rename_doc(""Quotation"", ""OLD-A12"", ""NEW-X12"", merge=True)"
Can you rename Contract OLD024 to NEW005.?,"frappe.rename_doc(""Contract"", ""OLD024"", ""NEW005"")"
Can you rename Project OLD002 to NEW016.?,"frappe.rename_doc(""Project"", ""OLD002"", ""NEW016"")"
Adjust the name of Project PROJ-14 to PROJ-X15.,"frappe.rename_doc(""Project"", ""PROJ-14"", ""PROJ-X15"", merge=True)
frappe.rename_doc(""Project"", ""PROJ-X15"", ""PROJ-FINAL3"", merge=True)"
Change the Lead identifier from OLD048 to NEW046..,"frappe.rename_doc(""Lead"", ""OLD048"", ""NEW046"")"
Please change the name of Supplier from OLD-A18 to NEW-X20.,"frappe.rename_doc(""Supplier"", ""OLD-A18"", ""NEW-X20"", merge=True)"
Could you update Opportunity OLD032 and rename it as NEW042.?,"frappe.rename_doc(""Opportunity"", ""OLD032"", ""NEW042"")"
Could you update Purchase OLD-A20 and rename it as NEW-X25?,"frappe.rename_doc(""Purchase Order"", ""OLD-A20"", ""NEW-X25"", merge=True)"
Change the Opportunity identifier from OLD048 to NEW003..,"frappe.rename_doc(""Opportunity"", ""OLD048"", ""NEW003"")"
Change the Loan identifier from OLD017 to NEW029..,"frappe.rename_doc(""Loan"", ""OLD017"", ""NEW029"")"
Modify the document name for Quotation from OLD-A8 to NEW-X6.,"frappe.rename_doc(""Quotation"", ""OLD-A8"", ""NEW-X6"", merge=True)"
Rename Supplier OLD-A16 to NEW-X7.,"frappe.rename_doc(""Supplier"", ""OLD-A16"", ""NEW-X7"", merge=True)"
Can you rename Invoice OLD-A11 to NEW-X10?,"frappe.rename_doc(""Invoice"", ""OLD-A11"", ""NEW-X10"", merge=True)"
I need to update the name of Quotation OLD-A6 to NEW-X2.,"frappe.rename_doc(""Quotation"", ""OLD-A6"", ""NEW-X2"", merge=True)"
I need to update the name of Attendance OLD003 to NEW021..,"frappe.rename_doc(""Attendance"", ""OLD003"", ""NEW021"")"
Please change the name of Work from PROJ-16 to PROJ-X3.,"frappe.rename_doc(""Work Order"", ""PROJ-16"", ""PROJ-X3"", merge=True)
frappe.rename_doc(""Work Order"", ""PROJ-X3"", ""PROJ-FINAL8"", merge=True)"
Please change the name of Payment from OLD-A23 to NEW-X18.,"frappe.rename_doc(""Payment Entry"", ""OLD-A23"", ""NEW-X18"", merge=True)"
Could you update Payment OLD-A19 and rename it as NEW-X9?,"frappe.rename_doc(""Payment Entry"", ""OLD-A19"", ""NEW-X9"", merge=True)"
Please change the name of Sales from OLD029 to NEW049..,"frappe.rename_doc(""Sales Invoice"", ""OLD029"", ""NEW049"")"
Could you update Timesheet PROJ-12 and rename it as PROJ-X9?,"frappe.rename_doc(""Timesheet"", ""PROJ-12"", ""PROJ-X9"", merge=True)
frappe.rename_doc(""Timesheet"", ""PROJ-X9"", ""PROJ-FINAL13"", merge=True)"
I need to update the name of Subscription OLD-A24 to NEW-X11.,"frappe.rename_doc(""Subscription"", ""OLD-A24"", ""NEW-X11"", merge=True)"
Can you rename Sales OLD-A7 to NEW-X5?,"frappe.rename_doc(""Sales Order"", ""OLD-A7"", ""NEW-X5"", merge=True)"
Modify the document name for Training from PROJ-18 to PROJ-X14.,"frappe.rename_doc(""Training Session"", ""PROJ-18"", ""PROJ-X14"", merge=True)
frappe.rename_doc(""Training Session"", ""PROJ-X14"", ""PROJ-FINAL11"", merge=True)"
Modify the document name for Quotation from OLD-A3 to NEW-X17.,"frappe.rename_doc(""Quotation"", ""OLD-A3"", ""NEW-X17"", merge=True)"
Could you update Quotation OLD-A18 and rename it as NEW-X14?,"frappe.rename_doc(""Quotation"", ""OLD-A18"", ""NEW-X14"", merge=True)"
Can you rename Sales PROJ-10 to PROJ-X17?,"frappe.rename_doc(""Sales Invoice"", ""PROJ-10"", ""PROJ-X17"", merge=True)
frappe.rename_doc(""Sales Invoice"", ""PROJ-X17"", ""PROJ-FINAL3"", merge=True)"
Rename Asset OLD013 to NEW028..,"frappe.rename_doc(""Asset"", ""OLD013"", ""NEW028"")"
I want to rename Timesheet OLD030 with the new name NEW046..,"frappe.rename_doc(""Timesheet"", ""OLD030"", ""NEW046"")"
Change the Material identifier from OLD041 to NEW007..,"frappe.rename_doc(""Material Request"", ""OLD041"", ""NEW007"")"
Rename Warehouse OLD-A14 to NEW-X22.,"frappe.rename_doc(""Warehouse"", ""OLD-A14"", ""NEW-X22"", merge=True)"
Adjust the name of Warehouse OLD-A5 to NEW-X2.,"frappe.rename_doc(""Warehouse"", ""OLD-A5"", ""NEW-X2"", merge=True)"
Change the Customer identifier from OLD-A1 to NEW-X20.,"frappe.rename_doc(""Permit Application"", ""OLD-A1"", ""NEW-X20"", merge=True)"
I want to rename Contract PROJ-20 with the new name PROJ-X4.,"frappe.rename_doc(""Contract"", ""PROJ-20"", ""PROJ-X4"", merge=True)
frappe.rename_doc(""Contract"", ""PROJ-X4"", ""PROJ-FINAL15"", merge=True)"
Change the Warranty identifier from PROJ-17 to PROJ-X20.,"frappe.rename_doc(""Warranty Claim"", ""PROJ-17"", ""PROJ-X20"", merge=True)
frappe.rename_doc(""Warranty Claim"", ""PROJ-X20"", ""PROJ-FINAL1"", merge=True)"
Modify the document name for Contract from OLD-A24 to NEW-X16.,"frappe.rename_doc(""Contract"", ""OLD-A24"", ""NEW-X16"", merge=True)"
Change the Stock identifier from OLD050 to NEW041..,"frappe.rename_doc(""Stock Entry"", ""OLD050"", ""NEW041"")"
I need to update the name of Purchase OLD-A4 to NEW-X12.,"frappe.rename_doc(""Purchase Order"", ""OLD-A4"", ""NEW-X12"", merge=True)"
Please change the name of Asset from OLD001 to NEW042..,"frappe.rename_doc(""Asset"", ""OLD001"", ""NEW042"")"
Could you update Pricing OLD045 and rename it as NEW040.?,"frappe.rename_doc(""Pricing Rule"", ""OLD045"", ""NEW040"")"
Change the Communication identifier from OLD035 to NEW050..,"frappe.rename_doc(""Communication"", ""OLD035"", ""NEW050"")"
Adjust the name of Stock PROJ-14 to PROJ-X6.,"frappe.rename_doc(""Stock Entry"", ""PROJ-14"", ""PROJ-X6"", merge=True)
frappe.rename_doc(""Stock Entry"", ""PROJ-X6"", ""PROJ-FINAL3"", merge=True)"
Change the Quotation identifier from OLD-A17 to NEW-X23.,"frappe.rename_doc(""Quotation"", ""OLD-A17"", ""NEW-X23"", merge=True)"
Can you rename Sales OLD038 to NEW037.?,"frappe.rename_doc(""Sales Invoice"", ""OLD038"", ""NEW037"")"
Please change the name of Lead from OLD005 to NEW024..,"frappe.rename_doc(""Lead"", ""OLD005"", ""NEW024"")"
Modify the document name for Subscription from OLD-A1 to NEW-X13.,"frappe.rename_doc(""Subscription"", ""OLD-A1"", ""NEW-X13"", merge=True)"
Change the Expense identifier from OLD040 to NEW020..,"frappe.rename_doc(""Expense Claim"", ""OLD040"", ""NEW020"")"
Can you rename Warehouse OLD-A23 to NEW-X10?,"frappe.rename_doc(""Warehouse"", ""OLD-A23"", ""NEW-X10"", merge=True)"
Modify the document name for Contract from OLD011 to NEW026..,"frappe.rename_doc(""Contract"", ""OLD011"", ""NEW026"")"
Change the Timesheet identifier from OLD050 to NEW047..,"frappe.rename_doc(""Timesheet"", ""OLD050"", ""NEW047"")"
Modify the document name for Task from OLD010 to NEW014..,"frappe.rename_doc(""Task"", ""OLD010"", ""NEW014"")"
I want to rename Delivery OLD-A20 with the new name NEW-X24.,"frappe.rename_doc(""Delivery Note"", ""OLD-A20"", ""NEW-X24"", merge=True)"
Could you update Timesheet OLD032 and rename it as NEW038.?,"frappe.rename_doc(""Timesheet"", ""OLD032"", ""NEW038"")"
Could you update Timesheet PROJ-13 and rename it as PROJ-X2?,"frappe.rename_doc(""Timesheet"", ""PROJ-13"", ""PROJ-X2"", merge=True)
frappe.rename_doc(""Timesheet"", ""PROJ-X2"", ""PROJ-FINAL6"", merge=True)"
Rename Sales OLD019 to NEW012..,"frappe.rename_doc(""Sales Invoice"", ""OLD019"", ""NEW012"")"
Modify the document name for Sales from OLD-A20 to NEW-X16.,"frappe.rename_doc(""Sales Order"", ""OLD-A20"", ""NEW-X16"", merge=True)"
Change the Supplier identifier from OLD-A24 to NEW-X15.,"frappe.rename_doc(""Supplier"", ""OLD-A24"", ""NEW-X15"", merge=True)"
I need to update the name of Asset OLD034 to NEW048..,"frappe.rename_doc(""Asset"", ""OLD034"", ""NEW048"")"
Change the Pricing identifier from OLD012 to NEW021..,"frappe.rename_doc(""Pricing Rule"", ""OLD012"", ""NEW021"")"
Please change the name of Employee from OLD047 to NEW014..,"frappe.rename_doc(""Employee"", ""OLD047"", ""NEW014"")"
I need to update the name of Payment OLD-A21 to NEW-X15.,"frappe.rename_doc(""Payment Entry"", ""OLD-A21"", ""NEW-X15"", merge=True)"
Modify the document name for Subscription from OLD-A25 to NEW-X9.,"frappe.rename_doc(""Subscription"", ""OLD-A25"", ""NEW-X9"", merge=True)"
Please change the name of Sales from OLD-A14 to NEW-X17.,"frappe.rename_doc(""Sales Order"", ""OLD-A14"", ""NEW-X17"", merge=True)"
Could you update Material OLD032 and rename it as NEW046.?,"frappe.rename_doc(""Material Request"", ""OLD032"", ""NEW046"")"
Please change the name of Asset from OLD018 to NEW037..,"frappe.rename_doc(""Asset"", ""OLD018"", ""NEW037"")"
Modify the document name for Purchase from OLD-A12 to NEW-X16.,"frappe.rename_doc(""Purchase Order"", ""OLD-A12"", ""NEW-X16"", merge=True)"
Adjust the name of Stock OLD035 to NEW031..,"frappe.rename_doc(""Stock Entry"", ""OLD035"", ""NEW031"")"
Could you update Lead OLD008 and rename it as NEW018.?,"frappe.rename_doc(""Lead"", ""OLD008"", ""NEW018"")"
Modify the document name for Subscription from OLD-A7 to NEW-X20.,"frappe.rename_doc(""Subscription"", ""OLD-A7"", ""NEW-X20"", merge=True)"
Can you rename Subscription OLD-A23 to NEW-X21?,"frappe.rename_doc(""Subscription"", ""OLD-A23"", ""NEW-X21"", merge=True)"
I need to update the name of Customer OLD-A25 to NEW-X10.,"frappe.rename_doc(""Payroll Entry"", ""OLD-A25"", ""NEW-X10"", merge=True)"
Can you rename Delivery OLD-A23 to NEW-X19?,"frappe.rename_doc(""Delivery Note"", ""OLD-A23"", ""NEW-X19"", merge=True)"
Change the Delivery identifier from OLD-A6 to NEW-X16.,"frappe.rename_doc(""Delivery Note"", ""OLD-A6"", ""NEW-X16"", merge=True)"
Modify the document name for Delivery from OLD-A12 to NEW-X17.,"frappe.rename_doc(""Delivery Note"", ""OLD-A12"", ""NEW-X17"", merge=True)"
Modify the document name for Sales from OLD048 to NEW018..,"frappe.rename_doc(""Sales Invoice"", ""OLD048"", ""NEW018"")"
Could you update Subscription OLD028 and rename it as NEW046.?,"frappe.rename_doc(""Subscription"", ""OLD028"", ""NEW046"")"
Rename Quotation OLD-A23 to NEW-X12.,"frappe.rename_doc(""Quotation"", ""OLD-A23"", ""NEW-X12"", merge=True)"
Change the Payment identifier from OLD-A23 to NEW-X21.,"frappe.rename_doc(""Payment Entry"", ""OLD-A23"", ""NEW-X21"", merge=True)"
Rename Expense OLD-A24 to NEW-X3.,"frappe.rename_doc(""Expense Claim"", ""OLD-A24"", ""NEW-X3"", merge=True)"
Please change the name of Material from OLD043 to NEW037..,"frappe.rename_doc(""Material Request"", ""OLD043"", ""NEW037"")"
Rename Subscription OLD-A23 to NEW-X2.,"frappe.rename_doc(""Subscription"", ""OLD-A23"", ""NEW-X2"", merge=True)"
Can you rename Quotation OLD-A3 to NEW-X3?,"frappe.rename_doc(""Quotation"", ""OLD-A3"", ""NEW-X3"", merge=True)"
Please change the name of Subscription from PROJ-13 to PROJ-X4.,"frappe.rename_doc(""Subscription"", ""PROJ-13"", ""PROJ-X4"", merge=True)
frappe.rename_doc(""Subscription"", ""PROJ-X4"", ""PROJ-FINAL12"", merge=True)"
Modify the document name for Training from PROJ-5 to PROJ-X15.,"frappe.rename_doc(""Training Session"", ""PROJ-5"", ""PROJ-X15"", merge=True)
frappe.rename_doc(""Training Session"", ""PROJ-X15"", ""PROJ-FINAL15"", merge=True)"
I want to rename Warehouse OLD-A14 with the new name NEW-X24.,"frappe.rename_doc(""Warehouse"", ""OLD-A14"", ""NEW-X24"", merge=True)"
Modify the document name for Loan from PROJ-15 to PROJ-X8.,"frappe.rename_doc(""Loan"", ""PROJ-15"", ""PROJ-X8"", merge=True)
frappe.rename_doc(""Loan"", ""PROJ-X8"", ""PROJ-FINAL14"", merge=True)"
Please change the name of Opportunity from OLD020 to NEW025..,"frappe.rename_doc(""Opportunity"", ""OLD020"", ""NEW025"")"
I want to rename Attendance OLD020 with the new name NEW043..,"frappe.rename_doc(""Attendance"", ""OLD020"", ""NEW043"")"
Could you update Customer OLD018 and rename it as NEW039.?,"frappe.rename_doc(""Item"", ""OLD018"", ""NEW039"")"
I need to update the name of Work OLD016 to NEW018..,"frappe.rename_doc(""Work Order"", ""OLD016"", ""NEW018"")"
I need to update the name of Timesheet OLD041 to NEW040..,"frappe.rename_doc(""Timesheet"", ""OLD041"", ""NEW040"")"
Rename Pricing PROJ-10 to PROJ-X18.,"frappe.rename_doc(""Pricing Rule"", ""PROJ-10"", ""PROJ-X18"", merge=True)
frappe.rename_doc(""Pricing Rule"", ""PROJ-X18"", ""PROJ-FINAL10"", merge=True)"
Please change the name of Lead from OLD041 to NEW017..,"frappe.rename_doc(""Lead"", ""OLD041"", ""NEW017"")"
Please change the name of Supplier from OLD-A6 to NEW-X17.,"frappe.rename_doc(""Supplier"", ""OLD-A6"", ""NEW-X17"", merge=True)"
I want to rename Sales PROJ-1 with the new name PROJ-X13.,"frappe.rename_doc(""Sales Invoice"", ""PROJ-1"", ""PROJ-X13"", merge=True)
frappe.rename_doc(""Sales Invoice"", ""PROJ-X13"", ""PROJ-FINAL10"", merge=True)"
I need to update the name of Training PROJ-11 to PROJ-X9.,"frappe.rename_doc(""Training Session"", ""PROJ-11"", ""PROJ-X9"", merge=True)
frappe.rename_doc(""Training Session"", ""PROJ-X9"", ""PROJ-FINAL18"", merge=True)"
Please change the name of Contract from OLD045 to NEW003..,"frappe.rename_doc(""Contract"", ""OLD045"", ""NEW003"")"
Rename Task OLD026 to NEW025..,"frappe.rename_doc(""Task"", ""OLD026"", ""NEW025"")"
Rename Supplier OLD-A5 to NEW-X22.,"frappe.rename_doc(""Supplier"", ""OLD-A5"", ""NEW-X22"", merge=True)"
Change the Pricing identifier from PROJ-11 to PROJ-X14.,"frappe.rename_doc(""Pricing Rule"", ""PROJ-11"", ""PROJ-X14"", merge=True)
frappe.rename_doc(""Pricing Rule"", ""PROJ-X14"", ""PROJ-FINAL18"", merge=True)"
I want to rename Loan PROJ-17 with the new name PROJ-X1.,"frappe.rename_doc(""Loan"", ""PROJ-17"", ""PROJ-X1"", merge=True)
frappe.rename_doc(""Loan"", ""PROJ-X1"", ""PROJ-FINAL5"", merge=True)"
Please change the name of Project from PROJ-11 to PROJ-X8.,"frappe.rename_doc(""Project"", ""PROJ-11"", ""PROJ-X8"", merge=True)
frappe.rename_doc(""Project"", ""PROJ-X8"", ""PROJ-FINAL12"", merge=True)"
Adjust the name of Invoice OLD-A13 to NEW-X19.,"frappe.rename_doc(""Invoice"", ""OLD-A13"", ""NEW-X19"", merge=True)"
Could you update Timesheet PROJ-12 and rename it as PROJ-X15?,"frappe.rename_doc(""Timesheet"", ""PROJ-12"", ""PROJ-X15"", merge=True)
frappe.rename_doc(""Timesheet"", ""PROJ-X15"", ""PROJ-FINAL10"", merge=True)"
Please change the name of Timesheet from OLD049 to NEW019..,"frappe.rename_doc(""Timesheet"", ""OLD049"", ""NEW019"")"
Adjust the name of Work OLD043 to NEW006..,"frappe.rename_doc(""Work Order"", ""OLD043"", ""NEW006"")"
Change the Delivery identifier from OLD-A8 to NEW-X17.,"frappe.rename_doc(""Delivery Note"", ""OLD-A8"", ""NEW-X17"", merge=True)"
Rename Project OLD009 to NEW049..,"frappe.rename_doc(""Project"", ""OLD009"", ""NEW049"")"
Could you update Quotation OLD-A17 and rename it as NEW-X17?,"frappe.rename_doc(""Quotation"", ""OLD-A17"", ""NEW-X17"", merge=True)"
Please change the name of Delivery from OLD-A2 to NEW-X4.,"frappe.rename_doc(""Delivery Note"", ""OLD-A2"", ""NEW-X4"", merge=True)"
Please change the name of Sales from PROJ-17 to PROJ-X11.,"frappe.rename_doc(""Sales Invoice"", ""PROJ-17"", ""PROJ-X11"", merge=True)
frappe.rename_doc(""Sales Invoice"", ""PROJ-X11"", ""PROJ-FINAL1"", merge=True)"
Rename Loan PROJ-1 to PROJ-X1.,"frappe.rename_doc(""Loan"", ""PROJ-1"", ""PROJ-X1"", merge=True)
frappe.rename_doc(""Loan"", ""PROJ-X1"", ""PROJ-FINAL1"", merge=True)"
Change the Timesheet identifier from OLD036 to NEW043..,"frappe.rename_doc(""Timesheet"", ""OLD036"", ""NEW043"")"
Modify the document name for Subscription from PROJ-6 to PROJ-X14.,"frappe.rename_doc(""Subscription"", ""PROJ-6"", ""PROJ-X14"", merge=True)
frappe.rename_doc(""Subscription"", ""PROJ-X14"", ""PROJ-FINAL20"", merge=True)"
Please change the name of Customer from OLD032 to NEW046..,"frappe.rename_doc(""Subscription"", ""OLD032"", ""NEW046"")"
Can you rename Timesheet PROJ-12 to PROJ-X6?,"frappe.rename_doc(""Timesheet"", ""PROJ-12"", ""PROJ-X6"", merge=True)
frappe.rename_doc(""Timesheet"", ""PROJ-X6"", ""PROJ-FINAL5"", merge=True)"
Rename Supplier OLD-A25 to NEW-X9.,"frappe.rename_doc(""Supplier"", ""OLD-A25"", ""NEW-X9"", merge=True)"
Can you rename Pricing OLD023 to NEW041.?,"frappe.rename_doc(""Pricing Rule"", ""OLD023"", ""NEW041"")"
Please change the name of Payment from OLD-A13 to NEW-X19.,"frappe.rename_doc(""Payment Entry"", ""OLD-A13"", ""NEW-X19"", merge=True)"
I want to rename Delivery OLD-A3 with the new name NEW-X24.,"frappe.rename_doc(""Delivery Note"", ""OLD-A3"", ""NEW-X24"", merge=True)"
Rename Pricing OLD030 to NEW033..,"frappe.rename_doc(""Pricing Rule"", ""OLD030"", ""NEW033"")"
Could you update Customer OLD047 and rename it as NEW026.?,"frappe.rename_doc(""Job Card"", ""OLD047"", ""NEW026"")"
I want to rename Subscription OLD-A25 with the new name NEW-X23.,"frappe.rename_doc(""Subscription"", ""OLD-A25"", ""NEW-X23"", merge=True)"
Change the Payment identifier from OLD-A4 to NEW-X21.,"frappe.rename_doc(""Payment Entry"", ""OLD-A4"", ""NEW-X21"", merge=True)"
Change the Communication identifier from OLD040 to NEW037..,"frappe.rename_doc(""Communication"", ""OLD040"", ""NEW037"")"
I need to update the name of Timesheet OLD005 to NEW038..,"frappe.rename_doc(""Timesheet"", ""OLD005"", ""NEW038"")"
Modify the document name for Customer from OLD-A20 to NEW-X6.,"frappe.rename_doc(""Task"", ""OLD-A20"", ""NEW-X6"", merge=True)"
Can you rename Expense OLD-A6 to NEW-X18?,"frappe.rename_doc(""Expense Claim"", ""OLD-A6"", ""NEW-X18"", merge=True)"
Modify the document name for Pricing from OLD002 to NEW021..,"frappe.rename_doc(""Pricing Rule"", ""OLD002"", ""NEW021"")"
Modify the document name for Subscription from OLD-A16 to NEW-X14.,"frappe.rename_doc(""Subscription"", ""OLD-A16"", ""NEW-X14"", merge=True)"
Adjust the name of Project OLD031 to NEW008..,"frappe.rename_doc(""Project"", ""OLD031"", ""NEW008"")"
I want to rename Sales PROJ-6 with the new name PROJ-X15.,"frappe.rename_doc(""Sales Invoice"", ""PROJ-6"", ""PROJ-X15"", merge=True)
frappe.rename_doc(""Sales Invoice"", ""PROJ-X15"", ""PROJ-FINAL15"", merge=True)"
Rename Invoice OLD-A17 to NEW-X25.,"frappe.rename_doc(""Invoice"", ""OLD-A17"", ""NEW-X25"", merge=True)"
I want to rename Loan PROJ-6 with the new name PROJ-X5.,"frappe.rename_doc(""Loan"", ""PROJ-6"", ""PROJ-X5"", merge=True)
frappe.rename_doc(""Loan"", ""PROJ-X5"", ""PROJ-FINAL3"", merge=True)"
Please change the name of Stock from OLD027 to NEW002..,"frappe.rename_doc(""Stock Entry"", ""OLD027"", ""NEW002"")"
I need to update the name of Sales OLD-A22 to NEW-X8.,"frappe.rename_doc(""Sales Order"", ""OLD-A22"", ""NEW-X8"", merge=True)"
Modify the document name for Pricing from PROJ-12 to PROJ-X13.,"frappe.rename_doc(""Pricing Rule"", ""PROJ-12"", ""PROJ-X13"", merge=True)
frappe.rename_doc(""Pricing Rule"", ""PROJ-X13"", ""PROJ-FINAL4"", merge=True)"
Change the Supplier identifier from OLD-A8 to NEW-X18.,"frappe.rename_doc(""Supplier"", ""OLD-A8"", ""NEW-X18"", merge=True)"
Please change the name of Loan from PROJ-18 to PROJ-X14.,"frappe.rename_doc(""Loan"", ""PROJ-18"", ""PROJ-X14"", merge=True)
frappe.rename_doc(""Loan"", ""PROJ-X14"", ""PROJ-FINAL8"", merge=True)"
I want to rename Sales OLD-A24 with the new name NEW-X19.,"frappe.rename_doc(""Sales Order"", ""OLD-A24"", ""NEW-X19"", merge=True)"
Modify the document name for Payment from OLD-A15 to NEW-X12.,"frappe.rename_doc(""Payment Entry"", ""OLD-A15"", ""NEW-X12"", merge=True)"
Can you rename Customer OLD-A19 to NEW-X6?,"frappe.rename_doc(""Payment Entry"", ""OLD-A19"", ""NEW-X6"", merge=True)"
Change the Sales identifier from OLD-A6 to NEW-X11.,"frappe.rename_doc(""Sales Order"", ""OLD-A6"", ""NEW-X11"", merge=True)"
